Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Jaccard Score Neoplastic,Jaccard Score Limfo,Jaccard Score Connective,Jaccard Score Dead,Jaccard Score Epithelia,Jaccard Score Void
1,1.4481001526005024,0.7518221601891679,1.2877982032690003,0.8546864848446901,0.43533333333333335,0.06433333333333334,0.124,0.0003333333333333333,0.012333333333333333,0.8816666666666667
2,1.236448423757043,0.868902396541554,1.2045485405234768,0.8737065727071128,0.494,0.06466666666666666,0.20333333333333334,0.0,0.05833333333333333,0.86
3,1.1864774998556218,0.8825427147605739,1.1784717229658128,0.8836490012146778,0.503,0.07266666666666667,0.2683333333333333,0.04533333333333334,0.25300000000000006,0.6816666666666666
4,1.166444045256579,0.8919133363359854,1.1623316131236152,0.8933154863389707,0.5173333333333333,0.08933333333333333,0.334,0.052333333333333336,0.283,0.6670000000000001
5,1.155822594991491,0.8976392621026393,1.1556832943670676,0.8948327019576755,0.523,0.09633333333333333,0.36566666666666664,0.052,0.2836666666666667,0.668
6,1.1471444339803385,0.902136774321073,1.1526004323497985,0.8953511587229194,0.5373333333333333,0.11566666666666668,0.3486666666666667,0.07366666666666666,0.29133333333333333,0.6753333333333335
7,1.1429724301253794,0.9040688600885786,1.1477411485033082,0.8978285857376794,0.5343333333333334,0.12533333333333332,0.375,0.06366666666666666,0.3126666666666667,0.669
8,1.1378577537987191,0.9074497682034974,1.1475201505824606,0.8969709793050891,0.5363333333333333,0.113,0.40066666666666667,0.059666666666666666,0.2946666666666667,0.6696666666666667
9,1.1351627688021446,0.9090051923467635,1.1448934381838451,0.8988584276490587,0.535,0.13266666666666668,0.391,0.07100000000000001,0.324,0.668
10,1.1310630423090717,0.9132485661898707,1.1404461385543063,0.9037031787131653,0.571,0.20833333333333334,0.409,0.07666666666666666,0.2956666666666667,0.6756666666666667
11,1.1258533132408075,0.9181532640259075,1.1392344475021574,0.9040994678377551,0.5706666666666665,0.24633333333333332,0.4043333333333334,0.072,0.32066666666666666,0.6709999999999999
12,1.1252760111791353,0.918102842056043,1.1398147872386628,0.9030535980855049,0.5733333333333334,0.24533333333333332,0.38599999999999995,0.06166666666666667,0.32466666666666666,0.6789999999999999
13,1.1216353754115647,0.9209756043025844,1.1404874177349817,0.9015955875721199,0.5606666666666666,0.242,0.38933333333333336,0.059666666666666666,0.3303333333333333,0.6766666666666666
14,1.1211377487660223,0.9214617004611337,1.1381421944416623,0.9063295446350371,0.5633333333333334,0.23566666666666666,0.39733333333333337,0.076,0.4616666666666666,0.652
15,1.117457876092369,0.926598572633328,1.133596143178142,0.9102436895439316,0.5753333333333334,0.2896666666666667,0.39633333333333337,0.08800000000000001,0.4633333333333334,0.648
16,1.113246060235645,0.9312804065193533,1.1322472861482766,0.9114591610055639,0.5773333333333334,0.371,0.38766666666666666,0.103,0.5206666666666666,0.6026666666666667
17,1.1088489186229198,0.9350636221216124,1.1322082662664714,0.9110316151138605,0.5743333333333333,0.369,0.38566666666666666,0.11733333333333333,0.5123333333333333,0.5936666666666667
18,1.1068862821669192,0.9365527631101229,1.1310948071908957,0.9119510677627002,0.577,0.369,0.3946666666666667,0.10799999999999998,0.506,0.6016666666666667
19,1.1055359158075537,0.9377100752064873,1.1296026442000977,0.9127743920956521,0.5736666666666667,0.36400000000000005,0.38833333333333336,0.09566666666666668,0.5013333333333333,0.6143333333333333
20,1.1012905469832825,0.9426397561809786,1.1300004090039655,0.9143111039361048,0.5716666666666667,0.3753333333333333,0.391,0.13833333333333334,0.6003333333333334,0.6233333333333334
21,1.102230361047872,0.942297008290848,1.12807734100204,0.9157891605692123,0.5796666666666667,0.38033333333333336,0.39299999999999996,0.1486666666666667,0.608,0.6166666666666667
22,1.0975944470875676,0.9467792424979963,1.1257176205234491,0.9180425665689911,0.585,0.3833333333333333,0.4116666666666666,0.1526666666666667,0.606,0.6173333333333334
23,1.095116398168105,0.9490311025777692,1.1344246364774142,0.909261993950696,0.5683333333333334,0.38366666666666666,0.409,0.14733333333333334,0.6066666666666667,0.6053333333333333
24,1.09337025339389,0.950894934806695,1.132887555409363,0.9106042172729113,0.5613333333333334,0.37600000000000006,0.395,0.1386666666666667,0.5933333333333334,0.61
25,1.09577794851097,0.9481252409881767,1.1248591859009427,0.9186681656967451,0.5923333333333333,0.37633333333333335,0.4026666666666667,0.15433333333333332,0.6156666666666667,0.6143333333333333
