Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score,Validation AUCROC
1,0.24909429400122463,0.8996047973632812,0.5441712838364765,0.7623291015625,0.9520598649978638,0.5520190596580505,0.6988399028778076,0.9184408187866211
